book	book_id	chapter	verse	text
1 Korintô	46	7	38	Jon i mut a mbiiba a mboñ loñge, ndi i mut a mbiiba bé a mboñ loñge ngandak.
1 Korintô	46	7	39	Muda a tiñi ni nlô wé ntel wonsôna nlôm a yé i niñ. Ndi ibale nlôm a nwo, a yé kunde i biiba ni i mut a ngwés, ndi ndik ikété Nwet.
1 Korintô	46	7	40	Ndi mahoñol mem ma yé le a ga lôôha ba maséé ibale a nyégle kiki a yé; ngo me nhoñol yaga le yak me me gwé mbuu u Nyambe.
book	book_id	chapter	verse	text
1 Korintô	46	8	1	Ndi inyu bijek ba nsémél bisat: Di nyi le bésbobasôna di gwé yi. Yi i nyilha ngôk; ndi gwéha i nhôlôs.
1 Korintô	46	8	2	Ibale mut a nhoñol le a nyi jam, a yi le a yé ngi tibil yi jo kiki i mbéda le a yi jo.
1 Korintô	46	8	3	Ndi ibale mut a ngwés Nyambe, wee yak Nyambe a nyi i mut nu.
1 Korintô	46	8	4	Ndi inyu je bijek ba nsémél bisat, di nyi le sat i ta bé to jam ikété nkoñ ’isi, ni le Nyambe numpe a ta bé, ndik wada.
1 Korintô	46	8	5	Inyule to hala kiki ba ba nséblana le banyambe, ba yé nyoo i ngii tole hana ’isi, hala kiki ngandak “banyambe” i yé, yak ngandak “bet,”
1 Korintô	46	8	6	ndi inyu yés, Nyambe a yé ndik wada le Tata, i nyeni nyen mam momasôna ma nlôl, yak bés di niñ inyu yé; Nwet a yé ndik ki wada le Yésu Kristô, ni njel yé nyen mam momasôna ma yé, yak bés di niñ ni njel yé.
1 Korintô	46	8	7	Ndi bôt bobasôna bé bon ba gwé i yi ini. Ndi bahogi ba ba bi bégés bisat i ngéda kôba, i ngéda ba nje bijek ba nsémél bisat, ba nhoñol yaga le ba yé i bégés bisat, yak kiññem yap i i mbomb i nkahal kéés bo.
1 Korintô	46	8	8	Ndi bijek bé gwon gw’a boñ le di tiige bebee ni Nyambe. Ibale di nje bé, di nimis bé jam ; ndi to ibale di nje, di nkôhna bé bibégés gwo ki gwo.
1 Korintô	46	8	9	Ndi ni yoñok yihe le kunde nan i pohol i yila bañ ngok baagene inyu bôt ba mbomb.
1 Korintô	46	8	10	Inyule ibale mut a ntehe we nu u gwé yi u nje i témpel bisat, baa kiññem i nu a mbomb y’a tinde bé nye i pam i likala le a je bijek ba nsémél bisat?
1 Korintô	46	8	11	Hala nyen inyu yi yoñ, u yé i tjé hémle i mut a mbomb, manyuñ nu Kristô a bi wél.
1 Korintô	46	8	12	I ngéda u mboñ lôkisoñ béba hala, u baabak ki kiññem yap i i mbomb, wee Kristô nyen u mboñ béba.
1 Korintô	46	8	13	Inyu hala nyen ibale bijek bi mboñ le mankéé a baage, wee kekikel m’a je ha bé ki nuga, le me boñ bañ le mankéé a baage.
book	book_id	chapter	verse	text
1 Korintô	46	9	1	Baa me ta bé kunde i boñ yom i nlémél me? Baa me ta bé ñôma? Baa me bi tehe bé Yésu Nwet wés? Baa ni ta bé nson wem ikété Nwet?
1 Korintô	46	9	2	To ibale me ta bé ñôma inyu bôt bape, me yé yaga ñôma inyu nan! Inyule bé bon ni yé béndél i i nyigye le me yé yaga ñôma inyu Nwet.
1 Korintô	46	9	3	Ndimbhe yem inyu bôt ba nwan me, yo ini le:
1 Korintô	46	9	4	Di gwé kunde i je ni nyo, hala bé?
1 Korintô	46	9	5	Kiki bana baôma bape, ni lôknyañ i Nwet, lôñni Kéfa, yak bés di gwé kunde i hiômna nwaa nu a nhémle, hala bé?
1 Korintô	46	9	6	Tole, baa ndik me ni Barnabas bon di gwé bé kunde i tjél sal inyu kôhna koga kel?
1 Korintô	46	9	7	Imbe sônda i nsomb ni yomede i mam ma mbéda yo inyu gwel nson sônda? Njee a mbel wom u minkôô mi wai ndi a je bé matam mé? Tole njee a ntééda bémba ndi a yoñ bé ndék milik mi bémba?
1 Korintô	46	9	8	Baa me mpot ndik i mam mana ni litehge li mut binam? Baa yak mbén Môsi i mpot bé i mam mana?
1 Korintô	46	9	9	Inyule i yé ntilga ikété mbén Môsi le: “U nlama bé kañ nlôm nyaga nyo ngéda a ntét blé.” Baa nyaga yon Nyambe a ntôñ?
1 Korintô	46	9	10	Baa inyu loñge yés bé nyen a nkal hala? I bi tilba yaga inyu loñge yés, inyule i mut a nsal hisi lôñni i mut a ntét blé ba nlama boñ hala ni botñem le ba nkôhna ngaba.
1 Korintô	46	9	11	Ibale di bi bel mam ma mbuu ipôla nan, baa hala a yé soso jam ibale di mbumbul mahôla manan i pes minsôn?
1 Korintô	46	9	12	Ibale bôt bape ba gwé kunde ini i ngii nan, bôô ni ngélé yañen ni bés? Ndi bés di bi gwélél bé i kunde ini, ndi di nhônba i mam mana momasôna inyu boñ le di kéñ yaga bañ ñañ nlam inyu Kristô njel.
1 Korintô	46	9	13	Baa ni nyi bé le i bôt ba ngwel minson mimpubhaga ba nje gwom bi témpel, ni le i bôt ba mbéna sal i juu li bisesema ba nkôhna ngaba mu gwom ba nsem i juu li bisesema?
1 Korintô	46	9	14	Hala nyen yak Nwet a bi téé le i bôt ba ñañal ñañ nlam ba niñ ni njel ñañ nlam.
1 Korintô	46	9	15	Ndi me bi gwélél bé bitelbene bini to ndék. Ni maliga, me ntila bé i mam mana inyu boñ le hala a bôña inyu yem, inyule i yé nseñ le me wo iloole mut a yilha manjom me gwé i kadba kiki yañga jam!
1 Korintô	46	9	16	Inyule ibale me ñañal ñañ nlam, me mboñ bé hala inyu kadba, inyule hala a yé jam me yé nyégsaga i boñ. Ni maliga, ngoo ni me ibale me ñañal bé ñañ nlam!
1 Korintô	46	9	17	Ibale me ngwés boñ hala, me nkôhna bibom; ndi to ibale me ngwés bé boñ hala, Nyambe a bi mal yaa ti me nson kindak.
1 Korintô	46	9	18	Bibom gwem bi yé ni le kii? Bi yé le ngéda me ñañal ñañ nlam, me añal wo ibabé i kôhna nsaa, le ndi me bep bañ gwélél kunde yem i añal ñañ nlam.
1 Korintô	46	9	19	Inyule to hala kiki me ta bé nkol u mut nye ki nye, me nyilha memede nkol u bôt bobasôna inyu boñ le me yoña libim li bôt me nla yoña.
1 Korintô	46	9	20	Inyu Lôk Yuda, me bi yila wengoñle man Lôk Yuda inyu yoña Lôk Yuda; inyu bôt ba yé isi mbén, me bi yila wengoñle me yé isi mbén, to hala kiki memede me ta bé isi mbén, inyu yoña i bôt ba yé isi mbén.
1 Korintô	46	9	21	Inyu bôt ba gwé bé mbén, me bi yila wengoñle me gwé bé mbén; to hala kiki me ta bé ngi mbén i bisu bi Nyambe, ndi me yé isi mbén inyu Kristô, inyu yoña i bôt ba gwé bé mbén.
1 Korintô	46	9	22	Inyu bôt ba mbomb, me bi yila mut a mbomb, inyu yoña i bôt ba mbomb. Me bi yila mam momasôna inyu mintén mi bôt nwominsôna, inyu boñ le me pam i tohol bahogi ni manjel momasôna.
1 Korintô	46	9	23	Ndi me mboñ mam momasôna inyu ñañ nlam, le ndi me añle wo bôt bape.
1 Korintô	46	9	24	Baa ni nyi bé le i bôt ba nyoñ ngaba i pééna ngwéé, bobasôna ba nke ngwéé ndi wada ndik nyen a nkôhna bibom? Kena ngwéé kayéle ni kôhna gwo.
1 Korintô	46	9	25	Ndi hiki mut a nyoñ ngaba i pééna ngwéé a nhôt nyuu ikété mam momasôna. I yé maliga le ba mboñ hala inyu kôhna ntut u u nla ôbi, ndi bés di mboñ hala inyu kôhna ntut u u ñôbi bé.
1 Korintô	46	9	26	Jon, me nke bé ngwéé wengoñle me nyi bé homa me nke; me ñôm ki bikut gwem kayéle me bép bañ mbebi;
1 Korintô	46	9	27	ndi me ntumb nyuu yem, me ken-ga yo kiki nkol, i tiga le ngéda me mal tééne bape likalô, memede me bébél Nyambe.
book	book_id	chapter	verse	text
1 Korintô	46	10	1	Ndi, a lôk kéé, me nsômbôl le ni yi le basôgôlsôgôl bés bobasôna ba bé isi ond, bobasôna ba yap ki tuye,
1 Korintô	46	10	2	bobasôna ba sôblana ki ni njel ond lôñni tuye ngéda ba bé noñ Môsi,
1 Korintô	46	10	3	bobasôna ba je minlélém mi bijek bi mbuu,
1 Korintô	46	10	4	bobasôna ba nyo ki minlélém mi malép ma mbuu. Inyule ba bé nyo malép ma nlôl i liaa li mbuu li li bé noñ bo, ndi liaa lini li bé Kristô.
1 Korintô	46	10	5	Ndi to hala, libim ikété yap li bi lémél bé Nyambe, jon a bi nol bo i ñoñ.
1 Korintô	46	10	6	I mam mana ma bi yila dihéga inyu yés, inyu boñ le di bana bañ ngôñ i boñ mam mabe kiki ba bi bana ngôñ.
1 Korintô	46	10	7	Di yila bañ to babégés bisat kiki bahogi ipôla yap ba bi yila, ndik kiki i yé ntilga le: “Litén li bi yén inyu je ni nyo. I mbus, ba telep inyu tégbaha loñge ngéda.”
1 Korintô	46	10	8	Di bana bañ to lem i boñ malal ma nyega kiki bahogi ipôla yap ba bi boñ malal ma nyega, kayéle môm ima ma dikôô ma bôt ni daa ikété yap ma wo kel yada.
1 Korintô	46	10	9	Di noode bañ to Yéhôva kiki bahogi ipôla yap ba bi noode nye, kayéle nyoo i nol bo.
1 Korintô	46	10	10	Di huñbe bañ to kiki bahogi ipôla yap ba bi huñbe, ndi ntjébôt a nol bo.
1 Korintô	46	10	11	Ndi i mam mana ma bi pémél bo kiki dihéga, ma tilba inyu béhe bés ba di niñil i masuk ma ngéda.
1 Korintô	46	10	12	Jon nu a nhoñol le a téé, a yoñ yihe le a kwo bañ.
1 Korintô	46	10	13	Manoodana mo ki mo ma yé ngi kwél bé handugi ma ma mbéna kwél bôt ba binam. Ndi Nyambe a yé maliga, a ga nwas bé le ni kôhna manoodana iloo kiki ni nla nihbe, ndi ikété manoodana, a ga néhne bé njel le ni pam i hônba mo.
1 Korintô	46	10	14	Jon, a bagwéha, kena libégés bisat ngwéé.
1 Korintô	46	10	15	Me mpôdôs bé kiki bôt ba gwé pék; bébomede ni kéés jam me mpot.
1 Korintô	46	10	16	Libôndô li bisai di nsayap, baa li ta bé i yoñ ngaba i matjél ma Kristô? I bret di mbek, baa i ta bé i yoñ ngaba i nyuu Kristô?
1 Korintô	46	10	17	Inyule kiki bret i yé yada, yak bés di yé nyuu yada, to hala kiki di yé ngandak, inyule bésbobasôna di nje i mpom bret unu.
1 Korintô	46	10	18	Nuna-ki, Israel i pes minsôn: Baa i bôt ba nje bisesema ba nyoñ bé ngaba i bégés Nyambe i juu li bisesema?
1 Korintô	46	10	19	Kii me nsômbôl ni kal? Le gwom ba nsémél bisat bi yé jam? Tole sat yon i yé jam?
1 Korintô	46	10	20	To; ndi me nkal le i bisesema biloñ bipe bi nsem, bi nsémél gwo mimbuu mimbe ndi ha Nyambe bé; ndi me gwé bé ngôñ le ni bana maada ni mimbuu mimbe.
1 Korintô	46	10	21	Ni ta bé le ni nyok i libôndô li Yéhôva, ni nyok ki i libôndô li mimbuu mimbe; ni ta bé le ni jek i “téblé i Yéhôva,” ni jek ki i téblé i mimbuu mimbe.
1 Korintô	46	10	22	‘Baa di nyéñ tinde Yéhôva i unup’? Baa di nloo nye ngui?
1 Korintô	46	10	23	Mam momasôna ma yé kunde, ndi mam momasôna bé mon ma gwé yéñe. Mam momasôna ma yé kunde, ndi mam momasôna bé mon ma nhôlôs.
1 Korintô	46	10	24	Hiki mut a ke ni bisu i yéñ, ha nseñ wé nyetama bé, ndi nseñ u bôt bape.
1 Korintô	46	10	25	Jena hiki yom ba nuñul i bôm binuga, ni bat bañ mambadga inyu boñ le kiññem nan i kéés bañ bé,
1 Korintô	46	10	26	inyule “hisi ni gwom gwobisôna bi yé mukété bi yé bi Yéhôva.”
1 Korintô	46	10	27	Ibale mut nu a nhémle bé a naña bé i je ndi ni gwés le ni nke, jena kii yosôna ba ntek i bisu binan, ni bat bañ mambadga inyu boñ le kiññem nan i kéés bañ bé.
1 Korintô	46	10	28	Ndi ibale mut a nkal bé le: “Ba bi sem i yom ini kiki sesema,” ni jek bañ yo inyu mut a nkal bé hala, ni inyu kiññem.
1 Korintô	46	10	29	Me ta bé pot inyu kiññem nan, ndi inyu kiññem i mut nu. Inyule inyuki kiññem i mut numpe yon i nlama kéés kunde yem?
1 Korintô	46	10	30	Ibale me nje, me tinak Nyambe mayéga, inyuki ba ñôbôs me jôl inyu jam me ntine mayéga?
1 Korintô	46	10	31	Jon to ni nje, to ni nyo, to ni mboñ jam lipe jo ki jo, boña mam momasôna le Nyambe a kôhna lipém.
1 Korintô	46	10	32	Ni yila bañ ngok baagene inyu Lôk Yuda, to inyu bôt ba Grikia, to inyu likoda li Nyambe,
1 Korintô	46	10	33	nlélém kiki me noode lémél bôt bobasôna ikété mam momasôna, me nyéñ bé to yéñe yem memede, ndi yéñe i ngandak bôt le ba kôhna tohi.
book	book_id	chapter	verse	text
1 Korintô	46	11	1	Ni yila banigle me, ndik kiki yak me me nigle Kristô.
1 Korintô	46	11	2	Me nti bé bibégés inyule ni nhoñol me ikété mam momasôna, ni le ni ntéñbe i tééda biniigana kiki me bi ti bé gwo.
1 Korintô	46	11	3	Ndi me nsômbôl le ni yi le ñane hiki munlôm a yé Kristô; ni le ñane muda a yé munlôm; ndi ñane Kristô a yé Nyambe.
1 Korintô	46	11	4	Hiki munlôm nu a nsoohe tole a mpot mbañ ni yom i ngii ño wé, a nwéha ñane wé nyuu;
1 Korintô	46	11	5	ndi hiki muda nu a nsoohe tole a mpot mbañ ndi a hô bé ño wé, a nwéha ñane wé nyuu, inyule hala a yé ndik wengoñle a yé muda lôñni nhombok ño.
1 Korintô	46	11	6	Inyule ibale muda a nhô bé ño wé, a nlama kit tjôñ tjé; ndi ibale hala a yé wonyuu le muda a kit tjôñ tjé tole a kohol ño, wee a nlama hô wo.
1 Korintô	46	11	7	Munlôm a nlama bé hô ño wé inyule a yé pôna Nyambe ni lipém jé, ndi muda a yé lipém li munlôm.
1 Korintô	46	11	8	Inyule munlôm a bi lôl bé yak muda, ndi muda nyen a bi lôl yak munlôm.
1 Korintô	46	11	9	Handugi hala, munlôm a bi héga bé inyu muda, ndi muda nyen a bi héga inyu munlôm.
1 Korintô	46	11	10	Inyu hala nyen muda a nlama hô ño wé kiki yimbne le a nsuhus nyemede isi ñane wé, a boñok hala inyu biañgel.
1 Korintô	46	11	11	Ndi inyu Nwet, ibale munlôm a bak bé, ki muda a ta bé; ibale muda a bak bé, ki to munlôm a ta bé.
1 Korintô	46	11	12	Inyule ndik kiki muda a nlôl yak munlôm, hala nyen yak munlôm a yé ni njel muda; ndi mam momasôna ma nlôl yak Nyambe.
1 Korintô	46	11	13	Ni kéés jam lini bébomede: Baa i yé loñge le muda a soohe Nyambe ibabé le a hô ño wé?
1 Korintô	46	11	14	Baa yak gwom gwomede Nyambe a bi hek, bi niiga bé bé le mimbôñgô mi tjôñ mi yé wonyuu inyu munlôm,
1 Korintô	46	11	15	ndi ibale muda a gwé mimbôñgô mi tjôñ, hala a yé nye lipém? Inyule tjôñ di bi tina nye inyu hô ño wé.
1 Korintô	46	11	16	Ndi ibale mut a nsômbôl pééna i jam lini inyu lona lem ipe, di gwé bé lem ipe, to makoda ma Nyambe ma gwé bé lem ipe.
1 Korintô	46	11	17	Kiki me yé i ti biniigana bini, me mbégés bé bé, inyule ni nkodba bé inyu loñge ndi inyu béba.
1 Korintô	46	11	18	Inyule kiki jam li bisu, me nok le ngéda ni mbomna i likoda, mbagla i yé ipôla nan, me nhémle ki hala ndék.
1 Korintô	46	11	19	Inyule ibabé pééna, mintôñ mi mbagla nw’a ba ndigi ipôla nan, inyu boñ le i bôt ba nlémél Nyambe ipôla nan, yak bo ba yiba.
1 Korintô	46	11	20	I ngéda ni nkodba ngim homa, ni nkodba toi bé inyu je Bilôp bi Nwet.
1 Korintô	46	11	21	Inyule ngéda ni nje gwo, hiki mut a yé a bôk ndugi a je bijek gwé bi kôkôa, kayéle njal i gwé wada, ndi numpe a bak nhiôôk.
1 Korintô	46	11	22	Baa ni gwé bé mandap inyu je ni nyo? Tole ni nyan likoda li Nyambe, ni boñok le i bôt ba gwé bé to yom ba wo nyuu? Kii me nla kal bé? Baa me mbégés bé? Me mbégés bé bé munu jam lini.
1 Korintô	46	11	23	Inyule i jam Nwet a bi ti me jon me bi lôôs bé, le i u ba bé lama liibana Nwet le Yésu, a bi yoñ bret,
1 Korintô	46	11	24	kiki a mal ti mayéga, a bek yo, a kal le: “Yimbne i nyuu yem ini, yon y’a tina inyu nan. Kena ni bisu i boñ hala, ni hoñlege me mu.”
1 Korintô	46	11	25	A boñ yak nlélém ni libôndô ngéda ba bi mal je bijek bi kôkôa, a kal le: “Libôndô lini li yé yimbne i malômbla ma yondo ni njel matjél mem. Kena ni bisu i boñ hala hiki ngéda ni nyo jo, ni hoñlege me mu.”
1 Korintô	46	11	26	Inyule hiki ngéda ni nje bret bini, ni nyok mu libôndô lini, ni nke ni bisu i añal nyemb i Nwet letee a lo.
1 Korintô	46	11	27	Jon nu ni nu a nje bret, tole a nyo mu libôndô li Nwet ki le a kôli bé, a’ bana kogse inyule a nyan nyuu ni matjél ma Nwet.
1 Korintô	46	11	28	Mut a bôk ndugi a wan nyemede inyu tehe too a kôli, i mbus hala ndik nyen a nla je bret ni nyo mu libôndô.
1 Korintô	46	11	29	Inyule i mut a nje ni nyo ibabé i yi mahee ma nyuu, a nje, a nyok mbagi nôgôs ikolba nyemede.
1 Korintô	46	11	30	Inyu hala nyen ngandak ikété nan i mbomb, i konok, ngandak ki i nke ’ilo ikété nyemb.
1 Korintô	46	11	31	Ndi ibale di wanak bésbomede, ki ba nkéés bé bés.
1 Korintô	46	11	32	Ndi ngéda ba nkéés bés, wee Yéhôva nyen a nkodol bés inyu boñ le di kôhna bañ mbagi nôgôs lôñni nkoñ ’isi.
1 Korintô	46	11	33	Jon a lôk kéé, ngéda ni nkodba inyu je Bilôp bi Nwet, bema le bôt bobasôna ba ba ha.
1 Korintô	46	11	34	Ibale njal i gwé mut, a je i mbai yé inyu boñ le ngéda ni nkodba, ni kodba bañ inyu bikééhene. Ndi inyu mana mam mape, m’a ha oda mu ngéda me nlo nyoo.
book	book_id	chapter	verse	text
1 Korintô	46	12	1	Ndi inyu makébla ma mbuu, a lôk kéé, me ngwés bé le ni ba kiki bôt le ba gwé bé yi.
1 Korintô	46	12	2	Ni nyi le ngéda ni bé bôt ba matén, ni bé nyômôk, ni béghak bisat bi bi mpot bé, ni kenek ki hiki homa bi bé kena bé.
1 Korintô	46	12	3	Inyu hala nyen me nsômbôl le ni tibil nok le mut nye ki nye a mpot bé ni ngui i mbuu u Nyambe le: “Yésu a yé ntiihege!” Handugi ni ngui mbuu mpubi, mut nye ki nye a nla bé ki to kal le: “Yésu a yé Nwet!”
1 Korintô	46	12	4	Makébla ma yé nya ndi nya, ndi mbuu u yé nlélém;
1 Korintô	46	12	5	minson mi yé nya ndi nya, ndi Nwet a yé nlélém;
1 Korintô	46	12	6	bibôlô bi yé nya ndi nya, ndi nlélém Nyambe won u nhôla bôt bobasôna i boñ bibôlô bi.
1 Korintô	46	12	7	Ndi jam mbuu mpubi u ntinde mut i boñ li nene yak hiki mut, inyu loñge i bôt bobasôna.
1 Korintô	46	12	8	Inyule ni njel mbuu nyen mut wada a nkôhna bibañga bi pék, ni njel nlélém mbuu ki nyen mut numpe a kôhna bibañga bi yi,
1 Korintô	46	12	9	ni njel nlélém mbuu ki nyen numpe a kôhna hémle, ni njel nlélém mbuu nyen numpe a kôhna likébla i mélés makon,
1 Korintô	46	12	10	numpe ngui i boñ mimpémba mi mam, numpe ngap i pot mbañ, numpe yi i bagal too bibañga bi nlôl yak Nyambe, numpe ngap i pot dilémb nya ndi nya, numpe ngap i kobol dilémb.
1 Korintô	46	12	11	Ndi nlélém mbuu won u mboñ i mam mana, u tinak hiki mut likébla kiki u ngwés.
1 Korintô	46	12	12	Inyule nlélém kiki nyuu i yé yada ndi i gwé ngandak bijô, yak bijô bi nyuu gwobisôna, to hala kiki bi yé ngandak, bi yé nyuu yada, hala nyen yak Kristô a yé.
1 Korintô	46	12	13	Inyule ni njel nlélém mbuu nyen bésbobasôna di bi kôhna sôble inyu ba nyuu yada, to di yé Lôk Yuda, to bôt ba Grikia, to minkol, to bôt ba ta bé minkol, bésbobasôna di bi kôhna mbuu wada.
1 Korintô	46	12	14	Inyule ni maliga, nyuu i gwé bé jô yada, ndi ngandak bijô.
1 Korintô	46	12	15	Ibale kôô u bak le u kal le: “Hala kiki me ta bé woo, wee me ta bé jô nyuu,” hala a nkobla bé le kôô u ta bé jô nyuu.
1 Korintô	46	12	16	Ibale ôô u bak le u kal le: “Hala kiki me ta bé jis, wee me ta bé me jô nyuu,” hala a nkobla bé le ôô u ta bé jô nyuu.
1 Korintô	46	12	17	Ibale nyuu yosôna i bak jis, ki nyuu y’a noga lelaa? Ibale nyuu yosôna i bak ôô, ki nyuu y’a nok laa njiñ?
1 Korintô	46	12	18	Ndi Nyambe a bi téé hiki jô nyuu kiki i nlémél nye.
1 Korintô	46	12	19	Ibale bijô gwobisôna bi bak ndik jô yada, ki nyuu i yé hee?
1 Korintô	46	12	20	Nano bi yé ngandak bijô, ndi nyuu yada ndigi.
1 Korintô	46	12	21	Jis li nla bé kal woo le: “U tane bé me nseñ,” to ño u nla bé kal kôô le: “U tane bé me nseñ.”
1 Korintô	46	12	22	Ndi bijô bi nyuu bi bi nene le bi nlôôha bomb bi yé nseñ,
1 Korintô	46	12	23	yak bijô bi nyuu di nhoñol le bi gwé bé bañga lipém, gwon di nti ngandak lipém, hala nyen di nti bijô bi bi nene bé bilam ngandak lipém,
1 Korintô	46	12	24	ndi bijô bi bi nene bilam bi gwé bé ngôñ ni jam jo ki jo. Ndi Nyambe a bi gwañna bijô bi nyuu hala, a tinak bijô bi bi gwé bé lipém ngandak lipém,
1 Korintô	46	12	25	kayéle nyuu i bagla bañ, ndi bijô bi tôñna gwo ni gwo.
1 Korintô	46	12	26	Ibale jô yada i nok ndutu, yak bini bijô bipe gwobisôna bi nok ndutu lôñni yo; tole ibale jô yada i nkôhna lipém, yak bini bijô bipe gwobisôna bi nkon maséé lôñni yo.
1 Korintô	46	12	27	Ndi ni yé nyuu Kristô, hiki wada nan a bak jô yada.
1 Korintô	46	12	28	Yak Nyambe a bi téé bijô gwobisôna bi likoda: Pok, baôma; iba, bapôdôl; aa, baniiga; i mbus, mimpémba mi mam; i mbus ki, makébla i mélés makon; liti bôt bape mahôla; ngap i éga; ngap i pot ngandak dilémb.
1 Korintô	46	12	29	Bobasôna bé bon ba yé baôma, hala bé? Bobasôna bé bon ba yé bapôdôl, hala bé? Bobasôna bé bon ba yé baniiga, hala bé? Bobasôna bé bon ba mboñ mimpémba mi mam, hala bé?
1 Korintô	46	12	30	Bobasôna bé bon ba gwé likébla i mélés makon, hala bé? Bobasôna bé bon ba mpot ngandak dilémb, hala bé? Bobasôna bé bon ba yé bakobol dilémb, hala bé?
1 Korintô	46	12	31	Ndi ni ligip i yéñ makébla ma ma nloo mana. Ndi m’a unda bé i jam li nloo mam momasôna.
book	book_id	chapter	verse	text
1 Korintô	46	13	1	Ibale me mpot yaga dilémb di bôt ni di biañgel, ndi me bana bé me gwéha, wee me nyila kiki nkéñ le ba nkôt tole bende i i nloña maôô.
1 Korintô	46	13	2	To ibale me gwé likébla i pot mbañ, me nogok mimb mimpubi nwominsôna, me ban-ga ki yi yosôna; ibale me gwé yak hémle yosôna i pa dikôa, ndi me bana bé me gwéha, me ta bé me to jam.
1 Korintô	46	13	3	To ibale me nti gwom gwem gwobisôna inyu jés bôt bape, tole ibale me nsem nyuu yem inyu boñ le me kadba, ndi me bana bé me gwéha, hala a gwééne yaga bé me nseñ.
1 Korintô	46	13	4	Gwéha i nwo ngut, i gwé ki loñgeñem. Gwéha i nkila bé njôñ, i nkadba bé, i nhumbul bé nyuu,
1 Korintô	46	13	5	i gwé bé bilem bibe, i nyéñ bé ndik yéñe yé yomede, i ñunup bé to. I ñéñél bé mut numpe béba.
1 Korintô	46	13	6	I nkon bé maséé inyu ngitelepsép, ndi i nkon maséé ni maliga.
1 Korintô	46	13	7	I nihbe mam momasôna, i nhémle mam momasôna, i mbôdôl mam momasôna ñem, i nhônba mam momasôna.
1 Korintô	46	13	8	Gwéha i mal bé. Ndi ibale likébla i pot mbañ li yé, li ga mal; ibale likébla i pot dilémb li yé, li ga mal; ibale likébla li yi li yé, li ga mal.
1 Korintô	46	13	9	Inyule di gwé bé yi i nya i yôni, di mpot bé to mbañ i nya i yôni,
1 Korintô	46	13	10	ndi ngéda mam ma yôni ma nlo, mam ma yôni bé m’a mal.
1 Korintô	46	13	11	I ngéda me bé mañge, me bé pot kiki mañge, me hoñlak kiki mañge, me hegek pék kiki mañge; ndi nano nu me nyila nhôôlak mut, me mboñ ha bé mam kiki mañge.
1 Korintô	46	13	12	Inyule nano, di ntehe puyepuye ni njel léman; ndi ha ngéda i, d’a tehe i mbombom. I len ini, yi yem i yôni bé; ndi ha ngéda i, m’a tibil yaga yi ndik kiki Nyambe a ntibil yaga yi me.
1 Korintô	46	13	13	Ndi nano, mana mam maa ma nyégle: Hémle, botñem, gwéha; ndi jam li nloo i mam mana momasôna li yé gwéha.
book	book_id	chapter	verse	text
1 Korintô	46	14	1	Ni ligip i unda gwéha, ndi kena ni bisu i boñ biliya inyu yéñ makébla ma mbuu, ndi téntén le ni pot mbañ.
1 Korintô	46	14	2	Inyule nu a mpot dilémb, a mpôdôs bé bôt, ndi Nyambe; ndi mut to wada a nok bé nye inyule a mpot mimb mimpubi ni njel mbuu mpubi.
1 Korintô	46	14	3	Ndi nu a mpot mbañ a nlédés, a nti makénd, a nti ki bôt hogbe ni nkwel wé.
1 Korintô	46	14	4	I mut a mpot hilémb a nlédés nyemede, ndi i mut a mpot mbañ a nlédés likoda.
1 Korintô	46	14	5	Nano me ngwés le bébobasôna ni pot dilémb, ndi me nlôôha gwés le ni pot mbañ. Ni maliga, i mut a mpot mbañ a nloo mut a mpot dilémb, handugi le a kobol inyu lédés likoda.
1 Korintô	46	14	6	Ndi munu ngéda ini, a lôk kéé, ibale me yé le me lo, me pôdhak bé dilémb, imbe loñge me ga bôñôl bé handugi le me soolene bé jam, tole me ti bé yi, to mbañ, to biniigana?
1 Korintô	46	14	7	Nlélém jam ni gwom bi gwé bé niñ ndi bi nkôt nsik, kiki bo hikos tole hiluñ. Ibale bi nkôt bé nsik i nya i nôga loñge, lelaa mut a nla yi i yom ba yé i kôt lôñni hikos tole hiluñ?
1 Korintô	46	14	8	Inyule ibale sép i nhem bé loñge, njee a ga kôôba inyu jo gwét?
1 Korintô	46	14	9	Nlélém jam, ibale ni ngwélél bé hilémb inyu pot i nya i nôga loñge, lelaa mut a nla yi i jam ni yé kal? Ni maliga, wee n’a ba ni mpot yaga i mbebi.
1 Korintô	46	14	10	Mintén mi dilémb mi yé ngandak ikété nkoñ ’isi, ndi to hiada hi hi gwé bé ndoñi hi ta bé.
1 Korintô	46	14	11	Inyule ibale me nok bé i yom mut a mpot, m’a ba nkén mut inyu nu a yé i pot, yak nu a yé i pot a’ ba nkén mut inyu yem.
1 Korintô	46	14	12	Jon yak bé, ibale ni gwé ngôñ keñi i bana makébla ma mbuu, yéña le ni bôl ni makébla ma ma ga lédés likoda.
1 Korintô	46	14	13	Jon, i mut a mpot hilémb a soohe le a pam i kobol.
1 Korintô	46	14	14	Inyule ibale me yé i soohe ikété ngim hilémb, likébla jem li mbuu jon li yé i soohe, ndi me nhek ha bé pék.
1 Korintô	46	14	15	Kii i nlama ni bôña? M’a soohe ni likébla li mbuu, ndi m’a soohe ki ni pék yem. M’a tôp tjémbi di bibégés ni likébla li mbuu, ndi m’a tôp ki tjémbi di bibégés ni pék yem.
