book	book_id	chapter	verse	text
2 Korintô	47	8	19	Handugi hala, makoda ma bi téé ki nye le nyen a yéga bés munu maké més kiki di nkap likébla lini ni nti ni loñgeñem, le ndi Nwet a kôhna lipém, ni inyu unda le di gwé ngôñ i hôla.
2 Korintô	47	8	20	Hala nyen di nkeñgle le bôt ba ôm bés nsohi inyu likébla likeñi lini di yé i kap.
2 Korintô	47	8	21	Inyule di ‘mboñ mam momasôna ni maliga, ha i mis ma Yéhôva nyetama bé, ndi Yak i mis ma bôt ba binam.’
2 Korintô	47	8	22	Handugi hala, di yé i om mankéé wés numpe lôñni bo, nu di bi wan ngandak ngélé, di léba le a yé mut a nligip ikété ngandak mam. Bôô ni ngélé yañen ni nano? Ngo a ga kônde ligip inyule a mbôdôl bé ñem ngandak.
2 Korintô	47	8	23	Ndi ibale ni gwé mbadga yo ki yo inyu Titô, a yé so lôñ wem, a yé ki so ngwelnson wem inyu loñge nan; tole ibale ni gwé mambadga inyu lôk kéé yés, ba yé baôma ba makoda ni lipém li Kristô.
2 Korintô	47	8	24	Jon undnana bo le gwéha nan i yé toi bañga, ni unda ki makoda inyuki di nkadba inyu nan.
book	book_id	chapter	verse	text
2 Korintô	47	9	1	Ndi inyu nson unu inyu bapubhaga, i ta yaga bé nseñ le me tilna bé,
2 Korintô	47	9	2	inyule kiki me nyi ngôñ nan i hôla, jon me nkadba inyu nan i bisu bi bôt ba Makédônia, le hala a yé ngim nwii nano le lôk kéé i Akaya i yé bebee i hôla, yak ngôñ nan keñi i nti libim ikété yap makénd.
2 Korintô	47	9	3	Ndi me yé i ep lôk kéé kayéle kadba yés inyu nan i ba bañ yañga munu jam lini, le ndi ni ba toi nkôôbaga kiki me bi kal le n’a ba nkôôbaga.
2 Korintô	47	9	4	Ibale hala bé, ki ngéda bôt ba Makédônia b’a lo lôñni me, ba koba le ni ta bé nkôôbaga, bés (ibabé i sima bé) d’a wo nyuu inyu bôdôl di mbôdôl bé ñem.
2 Korintô	47	9	5	Jon me bi tehe nseñ i ti lôk kéé makénd le ba lo i bééni i bisu bi ngéda inyu boñ le ba koba likébla likeñi linan nkôôbaga i bisu bi ngéda, kayéle li ba yaga kiki likébla ni nkôôba ni loñgeñem, ha kiki yom bé le ba nkadal nkadlak.
2 Korintô	47	9	6	Ndi munu jam lini, nu ni nu a nwes ndék mbôô a ga bumbul ndik ndék, ndi nu ni nu a nwes ngandak mbôô a ga bumbul ki ngandak.
2 Korintô	47	9	7	Hiki mut a boñ kiki a nkit ikété ñém wé, ha ni hiun bé tole wengoñle ba nyégsa nye, inyule Nyambe a ngwés i mut a nti ni ñem maséé.
2 Korintô	47	9	8	Handugi hala, Nyambe a nla boñ le konangoo yé i mbuma ñañ yosôna i bôl i ngii nan, le ndi ngéda yosôna ni bana mam momasôna i nya i kôli, ni bôl ki ni mam ma mbéda inyu boñ hiki nson nlam.
2 Korintô	47	9	9	(Ndik kiki i yé ntilga le: “A bi kap ngandak; a kébél diyeyeba. Telepsép yé i nom i mba ni mba.”
2 Korintô	47	9	10	Ndi Nu a nti nsalwom ngandak mbôô ni koga i je, a’ ti yak bé mbôô inyu nwes, a bulus ki yo kayéle libumbul li telepsép linan li ba ngandak.)
2 Korintô	47	9	11	Ikété manjel momasôna ni bi ngwañap, kayéle yak bé ni nla kap ikété manjel momasôna, hala a ntinde bôt i ti Nyambe mayéga ni njel yés;
2 Korintô	47	9	12	inyule nson unu ni ngwel inyu loñge i bôt bape, u ta ndik bé inyu ti bapubhaga mam momasôna ma yé bo nseñ, ndi u yé ki inyu ba ngwañ ikété ngandak mayéga inyu Nyambe.
2 Korintô	47	9	13	Ni njel mam nson mahôla unu u ñunda, bôt ba nti Nyambe lipém inyule ni nsuhus bébomede isi ñañ nlam u Kristô, hala kiki ni bi añal i mbamba, ni inyule ni nkap ni njel likébla linan inyu yap ni inyu bôt bobasôna.
2 Korintô	47	9	14	Yak ni njel minyemhe inyu nan, ba ñunda bé gwéha inyule sôkbôk konangoo i mbuma ñañ i Nyambe i yé i ngii nan.
2 Korintô	47	9	15	Nyambe a kôhna mayéga inyu likébla jé li mbuma ñañ a nti yañga.
book	book_id	chapter	verse	text
2 Korintô	47	10	1	Me Paul, memede yaga nyen me yé i soohe bé ni njel ñemlima ni loñgeñem i Kristô, to hala kiki me nene yañga mut ngéda me yé i bisu binan, ndi me gwé makénd ikolba bé ngéda me ta bé ha.
2 Korintô	47	10	2	Me nsoohe le to ngéda me yé ha, me bana bañ makénd i yoñ bitelbene bi ngui me sômblak yoñ ikolba bôt bahogi ikété nan ba ba ntehe bés wengoñle bôt ba nhiôm inoñnaga ni minsôn.
2 Korintô	47	10	3	Inyule to hala kiki di niñ ikété minsôn, di njo bé gwét inoñnaga ni minsôn.
2 Korintô	47	10	4	Inyule bijôl gwés bi gwét bi ta bé bi minsôn, ndi Nyambe nyen a nti gwo ngui inyu bôk minkum mi mandap.
2 Korintô	47	10	5	Inyule di nhielel bipék ni hiki jam li ntelep ikolba yi Nyambe, di nkena mahoñol momasôna i minkôm inyu boñ le ma nôgôl Kristô;
2 Korintô	47	10	6	di yé ki nkôôbaga i kogse ngimanôgla yosôna ngéda ni mal unda le bébomede ni yé manôgla i nya i yôni.
2 Korintô	47	10	7	Ni nkéés mam i bitéé bi mis. Ibale mut nyemede a yé nkwoog nkaa le a yé nu Kristô, a tiimba hek pék munu jam lini le: Kiki a yé nu Kristô, hala nyen yak bés di yé ba Kristô.
2 Korintô	47	10	8	Inyule to ibale me nlama kadba ndék jôga inyu kunde Nwet a bi ti bés inyu lédés bé, ha inyu tômbôs bé bé, ki m’a wo bé nyuu.
2 Korintô	47	10	9	Inyule me gwé bé ngôñ le i nene wengoñle me nsômbôl kônha bé woñi ni bikaat gwem.
2 Korintô	47	10	10	Inyule bôt bahogi ba nkal le: “Bikaat gwé bi nyét, bi gwé ki ngui, ndi ngéda nyemede a yé ha, a ñét bé, yak bibañga gwé bi nhoi.”
2 Korintô	47	10	11	I nya mut ini i yi le i jam di nkal ikété bikaat gwés ngéda di ta bé ha, jon d’a boñ ngéda di mba ha.
2 Korintô	47	10	12	Inyule di noode bé bii bésbomede i nlélém likala ni bôt bahogi ba ba mbégés bomede, to hégha bésbomede ni bo. Ndi ngéda ba nhegna mintel bo ni bo, ba héghaga ki bo ni bo, ba gwé bé yi.
2 Korintô	47	10	13	Ndi bés d’a kadba bé inyu nkoñ u yé i mbus minwaa Nyambe a bi hégél bés, ndi ndik inyu nson di ngwel ikété minwaa mi nkoñ Nyambe a nti bés, a boñok le u pam letee ni nyoo bééni.
2 Korintô	47	10	14	Ni maliga, di ta bé lel minwaa mi nkoñ wés wengoñle u mpam bé nyoo bééni, inyule di bé bôt ba bisu i pamna ñañ nlam inyu Kristô letee ni nyoo bééni.
2 Korintô	47	10	15	To, di ta bé i kadba inyu nson u mut numpe i mbus minwaa mi nkoñ wés, ndi di gwé botñem le kiki hémle nan i nkônde hol, yak nson wés w’a kônde hol ikété minwaa mi nkoñ wés. Ha nyen nkoñ u nson wés w’a kônde keñep,
2 Korintô	47	10	16	kayéle di añal ñañ nlam i biloñ bi yé nyoo i mbus nan, le ndi di kadba bañ inyu nson u u mal bôña ikété nkoñ u mut numpe.
2 Korintô	47	10	17	“Ndi i mut a nkadba, a kadba inyu Yéhôva.”
2 Korintô	47	10	18	Inyule i mut a mbôgôl nyemede mbôgi lam, ha nye bé nyen a nlémél Nyambe, ndi nu Yéhôva a mbôgôl mbôgi lam.
book	book_id	chapter	verse	text
2 Korintô	47	11	1	Me nsômbôl le ni nihbe me, to ibale me nene ndék jôñ. Ndi ni maliga, ni yé i nihbe me!
2 Korintô	47	11	2	Inyule me nsôñ bé ni sôñ i nlôl yak Nyambe, inyule memede nyen me bi bôn le me nti bé i libii yak nlôm wada, le ndi me ti bé yak Kristô kiki hingonda hi hi yé konji, hi bak ngi nsohi.
2 Korintô	47	11	3	Ndi me nkon woñi le, kiki nyoo i bi lop Éva ni mandon mé, ba yé le ba ôbôs mahoñol manan kayéle ma ke haa ni maliga ma ñem lôñni libak lipubi bi bi kôli ni Kristô.
2 Korintô	47	11	4	Inyule ni maliga, ibale mut a nlo, a añal Yésu numpe handugi nu di bi añal, tole ni kôhna mbuu umpe handugi u ni bi kôhna, tole ñañ nlam umpe handugi u ni bi neebe, ni mpala nihbe i mut nu.
2 Korintô	47	11	5	Inyule me ntehe bé yom yo ki yo i i ñunda le me yé ntitigi i bisu bi bôt ba nkalba le ba yé bañga baôma.
2 Korintô	47	11	6	Ndi to ibale me gwé bé loñge likeñge i yoñ hop, me nhañ yaga bé yi; ibabé pééna, di bi unda bé yi yés ikété manjel momasôna ni ikété mam momasôna.
2 Korintô	47	11	7	Baa me bi boñ béba kiki me bi suhus memede inyu bédés bé, inyule me bé maséé i añle bé ñañ nlam u Nyambe yañga?
2 Korintô	47	11	8	Me bi mélés nkus u makoda mape ngéda me bi neebe mahôla map inyu gwélél bé nson.
2 Korintô	47	11	9	Ndi ngéda me bé lôñni bé ndi me bana ngôñ ni ngim jam, me bi yilna bé mut nye ki nye mbegee, inyule i lôk kéé i bi lôl i Makédônia i bi ti me mam momasôna me bééna ngôñ. Ñ, ikété manjel momasôna, me bi yoñ bitelbene le me yilna bañ bé mbegee, me ga ke ki ni bisu i boñ hala.
2 Korintô	47	11	10	Ntel wonsôna maliga ma Kristô ma yé ikété yem, m’a waa bé kadba inyu jam lini nyoo minkoñ mi Akaya.
2 Korintô	47	11	11	Inyuki? Baa inyule me ngwés bé bé? Nyambe a nyi le me ngwés bé.
2 Korintô	47	11	12	Ndi m’a ke ni bisu i boñ i jam me yé i boñ, inyu boñ le i bôt ba nsômbôl unda le bés ni bo di yé kayada, di ti bañ bo njom i unda le bés ni bo di yé kayada ikété mam ma mboñ le ba kadba.
2 Korintô	47	11	13	Inyule i nya bôt ini i yé baôma ba bitembee, bagwelnson ba malôga, ba ba nhéñba le ba yé baôma ba Kristô.
2 Korintô	47	11	14	Hala a ta bé jam li hélha, inyule yak Satan nyemede a nwaa bé héñba le a yé añgel i mapubi.
2 Korintô	47	11	15	Jon hala a ta yaga bé jam li hélha ibale yak bagwélél bé ba nwaa bé héñba le ba yé bagwélél ba telepsép. Ndi lisuk jap l’a ba inoñnaga ni minson nwap.
2 Korintô	47	11	16	Me ntiimba kal le: Mut to wada a hoñol bañ le me yé jôñ mut. Ndi to ibale ni nhoñol yaga le me yé jôñ mut, wee ni neebe me kiki jôñ mut, inyu boñ le yak me me kadba ndék.
2 Korintô	47	11	17	Ndi nano me ta ha bé i pot inoñnaga ni ndémbél Nwet, ndi kiki jôñ mut i i mbôdôl yomede ñem, i kadbaga ki.
2 Korintô	47	11	18	Hala kiki ngandak i nkadba i pes minsôn, wee yak me m’a kadba.
2 Korintô	47	11	19	I kal ni nkal le ni yé “bôt ba nhek pék,” baa inyu hala nyen ni nkon maséé i nihbe bijôñ bi bôt?
2 Korintô	47	11	20	Ni maliga, ni nihbe nu ni nu a nyilha bé minkol, nu ni nu a nje nkus nan, nu ni nu a nkadal i gwom ni gwé, nu ni nu a mbédés nyemede i ngii nan, nu ni nu a mbép bé libai i su.
2 Korintô	47	11	21	Me mpot hala, ndi hala a yé wonyuu inyu yés inyule hala a nla nene wengoñle di bi boñ mam ikété bibomb. Ndi ibale bôt bape ba nkandal nyuu inyu boñ mam (me mpot kiki jôñ mut), ngo wee yak me me nkandal nyuu inyu boñ mam.
2 Korintô	47	11	22	Baa ba yé bon ba Lôk Héber? Ngo yak me. Baa ba yé bon ba Lôk Israel? Ngo yak me. Baa ba yé mbôda Abraham? Ngo yak me.
2 Korintô	47	11	23	Baa ba yé bagwélél ba Kristô? Me ntimbhe kiki mut njék, me yé ngwélél Kristô iloo yaga bo: Me bi gwel nson iloo bo, me ke i mok ngandak ngélé iloo bo, me biba ndôm iloo hihéga, me ba bebee ni nyemb ngandak ngélé.
2 Korintô	47	11	24	Ngélé itan, Lôk Yuda i bi bép me môm ma-na ma disôô, u héya hiada;
2 Korintô	47	11	25	ngélé aa, ba bép me ni bikék, ba ôm me ngok ngélé yada, ngélé aa sitima yés i yin, me tégbaha u wada ni njamuha yada i ñem tuye;
2 Korintô	47	11	26	me nloo bo i ngandak maké, i mandutu i yap balom, i mandutu ma nlôl ni bôt ba wip, i mandutu ni bôt bem bomede, i mandutu ni bôt ba matén mape, i mandutu ikété tison, i mandutu i ñoñ, i mandutu i tuye, i mandutu ipôla lôk kéé i bitembee,
2 Korintô	47	11	27	i ndumbba nson ni ngandak bôlô, i ngandak lal péé, i njal ni nyus, i yén ngi je ngandak ngélé, i lihep ni liyep li mbot.
2 Korintô	47	11	28	Handugi mam mana momasôna, jam lipe jon li ntééñga me mahoñol hiki kel: Nduña inyu makoda momasôna.
2 Korintô	47	11	29	Njee a mbomb, ndi me bomb bé? Njee a mbaage, ndi ñem u loñ bé me?
2 Korintô	47	11	30	Ibale me nlama kadba, m’a kadba inyu mam ma ñunda bibomb gwem.
2 Korintô	47	11	31	Nyambe ni Isañ Nwet le Yésu, Nu a nlama kôhna bibégés i boga ni boga, a nyi le me ta bé i tembee.
2 Korintô	47	11	32	Ngomin keñi i Damaskô i i yé isi énél i Kiñe Aréta, i bé tat tison i bôt ba Damaskô inyu gwel me,
2 Korintô	47	11	33	ndi ba bi tégbaha me i winda i lipénd li tison, ba suhlene me ikété sel, me tohla i moo mé.
book	book_id	chapter	verse	text
2 Korintô	47	12	1	Me nlama kadba, jon m’a pôdôl biyiinda bi nlôl yak Nyambe ni masoola ma Nwet, to hala kiki nseñ u ta bé i boñ hala.
2 Korintô	47	12	2	Me nyi mut wada nu a yé ikété adna ni Kristô; hala a yé jôm li nwii ni mi-na le a bi yôña, a pam i ngii i nyônôs aa (too a bé ikété nyuu, too a bé bé ikété nyuu; me nyi bé, Nyambe nyen a nyi).
2 Korintô	47	12	3	Ñ, me nyi mut wada (too a bé ikété nyuu, too a bé bé ikété nyuu, me nyi bé, Nyambe nyen a nyi)
2 Korintô	47	12	4	nu a bi yôña, a pam i paradis, a nok bibañga le mut binam a nla bé pot, bi bi ta bé to mut binam kunde i pahal.
2 Korintô	47	12	5	M’a kadba inyu ntén mut u, ndi m’a kadba bé inyu memede handugi inyu bibomb gwem.
2 Korintô	47	12	6	Inyule to ibale me nsômbôl kadba, m’a ba bé jôñ mut, inyule m’a pot ndik maliga. Ndi me ntjél kadba, inyu boñ le mut to wada a hoñlene bañ me mam makeñi iloo ma a ntehe me me mboñ, tole ma a nôgôl i nyo wem,
2 Korintô	47	12	7	ndik inyule me bi kôhna mintén mi masoola mini mi mbuma ñañ. Ndi inyu boñ le me bédés bañ memede iloo hihéga, loo i bi tina me ikété minsôn, añgel i Satan, le i ke ni bisu i bép me mabai kayéle me bédés bañ memede iloo hihéga.
2 Korintô	47	12	8	Me bi soohe Nwet ngélé aa inyu jam li, le i loo ini i nyodi me i nyuu.
2 Korintô	47	12	9	Ndi a kal me le: “Konangoo yem i mbuma ñañ i kôli we, inyule ikété bomb yoñ nyen ngui yem i nene i nya i yôni.” Jon m’a kadba inyu bibomb gwem ikété maséé, kayéle ngui i Kristô i yééne i ngii yem kiki ndap libadô.
2 Korintô	47	12	10	Jon me nkon maséé ikété bibomb gwem, ikété bisol, ikété njal, ikété ndééñga ni mandutu, inyu Kristô. Inyule ngéda me yé ntombok, ha ni nyen me gwé ngui.
2 Korintô	47	12	11	Me mal yila jôñ mut. Ni nyégsa me i yila hala, inyule bé bon ni lam-ga bégés me. Inyule me ntehe bé yom yo ki yo i i ñunda le me yé nuntitigi i bisu bi bôt ba nkalba le ba yé bañga baôma, to hala kiki me ta bé to jam.
2 Korintô	47	12	12	Ni maliga, bébomede ni bi tehe minson mi ñunda le me yé ñôma, ni njel biyimbne lôñni bihélha bi mam ni mimpémba mi mam ikété ngandak hônba.
2 Korintô	47	12	13	Inyule limbe jam li bi boñ le makoda mape ma loo bé, handugi le me bi yilna bé bé mbegee? Wee soho nwéhlana ni me ibale me bi boñ béba.
2 Korintô	47	12	14	Nuna-ki! Hala a yé ngélé aa le me yé nkôôbaga i lo nyoo, ndi me ga yilna bé bé mbegee. Inyule nkus nan bé won me nyéñ, ndi bébomede; inyule bon bé bon ba nlama kôhle inyu bagwal bap, ndi bagwal bon ba nlama kôhle inyu bon bap.
2 Korintô	47	12	15	I pes yem, m’a sem mam momasôna ni ngandak maséé, me sem yak mensôna inyu nan. Ibale me gwé i nya ngandak gwéha ini inyu nan, baa bé ni nlama ndik bana ndék gwéha inyu yem?
2 Korintô	47	12	16	To i ba yaga lelaa, m’a yilna bé bé mbegee. Ndi to hala, ni nkal le me bi gwélél “likeñge,” me gwel ki bé “ni mandon.”
2 Korintô	47	12	17	Ikété bôt me bi ômle bé, baa me bi gwélél wada mu inyu je bé nseñ?
2 Korintô	47	12	18	Me bi ti Titô makénd i lo i bééni, me ep ki mankéé wada lôñni nye. Titô a bi je bé bé nseñ to ndék, hala bé? Di bi hiôm ni minlélém mi mahoñol, hala bé? Di nôñôl ki i minlélém mi mabal, hala bé?
2 Korintô	47	12	19	Baa ni nhoñol le di nyoñ i ngéda ini yosôna inyu kaaba i bisu binan? I bisu bi Nyambe nyen di yé i pot ikété adna ni Kristô. Ndi a bagwéha, mam momasôna di mboñ ma yé inyu lédés bé.
2 Korintô	47	12	20	Inyule me nkon woñi le ngéda me nlo, me koba bé bé kiki me nsômbôl, to me me ba bé kiki ni nsômbôl, ndi me koba momol ipôla nan, ni njôñ, ni minyayak, ni mindañ, ni minsoga, ni minhuñbe, ni bak nyonok ni ngôk, ni yubda.
2 Korintô	47	12	21	Bebek le ngéda me ntémb me lo, Nyambe wem a nla suhus me i bisu binan, y’a béda ki le me ee inyu ngandak ikété nan i i bi bôk i boñ béba, ndi i tam bé mam map ma nyega lôñni malal ma nyega, ni maboñok mabe ngi wonyuu ba bééna lem i boñ.
book	book_id	chapter	verse	text
2 Korintô	47	13	1	Nano a yé ngélé i nyônôs aa le me yé i lo i bééni. “Bôt iba tole baa bon ba nlama bok mbôgi inyu boñ le pééna yo ki yo i ba bañ inyu ngim hop.”
2 Korintô	47	13	2	To hala kiki nano me ta bé ha, a yé wengoñle me yé ha inyu ngélé i nyônôs iba; jon me nti mabéhna mem i bisu bi ngéda inyu bôt ba bi bôk ba boñ béba, ni inyu bana bape bobasôna le, ibale me ntémb me lo, m’a bañal bé bo,
2 Korintô	47	13	3	hala kiki ni nyéñ yi too Kristô a mpot toi ni njel yem, nye nu a mbomb bé ipôla nan ndi a ñunda ngui yé keñi.
2 Korintô	47	13	4	Inyule ni maliga, a bi wo i kék inyu bibomb, ndi a yé i niñ inyu lipémba li Nyambe. Maliga ma yé le yak bés di mbomb lôñni nye, ndi d’a niñ ki lôñni nye inyu lipémba li Nyambe inyu nan.
2 Korintô	47	13	5	Kena ni bisu i wanba i yi too ni yé yaga ikété hémle; kena ni bisu i wanba le ni yi mimbe mintén mi bôt ni yé. Tole ni neebe bé le Yésu Kristô a yé ikété adna ni bé? Handugi le ni nlémél ha bé Nyambe.
2 Korintô	47	13	6	Me gwé toi botñem le n’a neebe le di nlémél Nyambe.
2 Korintô	47	13	7	Ndi di nsoohe Nyambe le ni boñ bañ béba yo ki yo, ha bé le di nyéñ lémél bôt, ndi inyu boñ le ni boñ mam malam, to ibale di nlémél bé bôt bape.
2 Korintô	47	13	8	Inyule di nla bé boñ jam jo ki jo ikolba maliga, ndi di nla ndik boñ mam inyu maliga.
2 Korintô	47	13	9	Di nkon yaga maséé ngéda bés di mbomb, ndi bé ni ban-ga ngui. Inyu jam lini nyen di nsoohe le: Boña mahéñha ma mbéda.
2 Korintô	47	13	10	Jon me ntila i mam mana ngéda me ta bé me ha, inyu boñ le ngéda me mba ha, me lôôha bañ yôñôl bé makidik ma ngui, inyule Nwet a bi ti bés kunde ini inyu lédés bé, ha inyu tômbôs bé bé.
2 Korintô	47	13	11	Sôk i nsôk, a lôk kéé, kena ni bisu i kon maséé, i boñ mahéñha, i tina hogbe, i bana minlélém mi mahoñol, ni i niñ ikété nsañ; ha nyen Nyambe nu gwéha ni nu nsañ a’ ba lôñni bé.
2 Korintô	47	13	12	Ni yégna bé ni bé, ni sohna ki mamañ i nya i yé pubhaga.
2 Korintô	47	13	13	Bapubhaga bobasôna ba ñômle bé mayéga map.
2 Korintô	47	13	14	Konangoo i mbuma ñañ i Nwet le Yésu Kristô lôñni gwéha i Nyambe ni bisai bi nlôl ni mbuu mpubi bi ba lôñni bébobasôna.
