book_id,chapter,verse,text_bas,text_en
42,12,37,"Maséé ni minkol nwet a nkoba le mi yé péé ngéda a nlo! Me nkal bé maliga le, a’ haba mbot bôlô, a yis nwo i téblé, a lo, a kahal sélél nwo.","Happy are those slaves whom the master on arriving finds watching! Truly I say to YOU, He will gird himself and make them recline at the table and will come alongside and minister to them."
42,12,38,"Ibale a nlo i faa i nyônôs iba, tole faa i nyônôs aa, ndi a koba nwo mi yé péé, maséé ni nwo!","And if he arrives in the second watch, even if in the third, and finds them thus, happy are they!"
42,12,39,"Ndi yina le, ibale nwet ndap a yi imbe ngéda mut wip a nlo, ki a bi yén péé ibabé waa, a nwas bé le ba bôk ndap yé.","But know this, that if the householder had known at what hour the thief would come, he would have kept watching and not have let his house be broken into."
42,12,4,"A mawanda mem, me nkal ki bé le, i bôt ba nla nol nyuu ndi ba nla bé boñ jam lipe jo ki jo, ni kon bañ bo woñi.","Moreover, I say to YOU, my friends, Do not fear those who kill the body and after this are not able to do anything more."
42,12,40,"Jon yak bé, yéna péé ibabé waa inyule Man mut a nlo i ngeñ ni nhégda bé le a nlôl.”","YOU also, keep ready, because at an hour that YOU do not think likely the Son of man is coming.”"
42,12,41,"Ha nyen Pétrô a bi kal le: “A Nwet, baa u nyoñ hihéga hini inyu bés botama tole inyu bôt bobasôna?”","Then Peter said: “Lord, are you saying this illustration to us or also to all?”"
42,12,42,"Ndi Nwet a kal le: “Njee a yé toi kindak nu maliga ni nu pék, nu nwet wé a’ téé i ngii ntôñ u bagwélél bé le a waa bañ ti bo ngaba yap bijek i loñge ngéda?","And the Lord said: “Who really is the faithful steward, the discreet one, whom his master will appoint over his body of attendants to keep giving them their measure of food supplies at the proper time?"
42,12,43,"Maséé ni nkol u, ibale nwet wé a nlo, a koba nye a mboñ hala!","Happy is that slave, if his master on arriving finds him doing so!"
42,12,44,"Maliga mon me nkal bé le, a’ téé nye i ngii nkus wé wonsôna.","I tell YOU truthfully, He will appoint him over all his belongings."
42,12,45,"Ndi ibale nkol unu u nkahal hoñol mu ñem wé le: ‘Nwet wem a yé i tiñha,’ ndi u bôdôl bép minkol mi bôlôm ni mi bôda, u jek, u nyok, u hiôôk,","But if ever that slave should say in his heart, ‘My master delays coming,’ and should start to beat the menservants and the maidservants, and to eat and drink and get drunk,"
42,12,46,"nwet nkol unu a’ lo i kel nkol u ta bé i bem nye, ni i ngeñ u nyi bé, a’ kogse nye ni kogse ikeñi, a ti nye ngaba lôñni bôt ba ngitelepsép.","the master of that slave will come on a day that he is not expecting him and in an hour that he does not know, and he will punish him with the greatest severity and assign him a part with the unfaithful ones."
42,12,47,"Hala nyen unu nkol u bi nok sômbôl i nwet wé ndi u kôôba bé tole u boñ bé i jam a bi bat nye, b’a bép wo ngandak disôô.",Then that slave that understood the will of his master but did not get ready or do in line with his will will be beaten with many strokes.
42,12,48,"Ndi nu a bi nok bé, ndi a boñ mam ma kôli ni disôô, b’a bép nye ndék disôô. Ni maliga, hiki mut ba nti ngandak, b’a bat nye ngandak; yak nu ba ntéé i ngii ngandak mam, b’a bat nye iloo hihéga.","But the one that did not understand and so did things deserving of strokes will be beaten with few. Indeed, everyone to whom much was given, much will be demanded of him; and the one whom people put in charge of much, they will demand more than usual of him."
42,12,49,"“Me bi lo inyu kuye hié hana ’isi. Hanano hi mal loñ, me gwé ki ngôñ ni kii ipe?","“I came to start a fire on the earth, and what more is there for me to wish if it has already been lighted?"
42,12,5,"Ndi m’a unda bé njee ni nlama kon woñi: Nu a gwé kunde i leñ i Géhéna ngéda a mal nol, nyen kona woñi. Ñ, me nkal bé le, nyen kona woñi.","But I will indicate to YOU whom to fear: Fear him who after killing has authority to throw into Gehenna. Yes, I tell YOU, fear this One."
42,12,50,"Ni maliga, me gwé sôble me nlama kôhna, ndi kinje nduña me gwé letee me mal kôhna sôble i!","Indeed, I have a baptism with which to be baptized, and how I am being distressed until it is finished!"
42,12,51,"Baa ni nhoñol le me bi lo inyu ha nsañ hana ’isi? Me nkal bé le nsañ bé, ndi mbagla.","Do YOU imagine I came to give peace on the earth? No, indeed, I tell YOU, but rather division."
42,12,52,"Inyule ibôdôl hanano, bôt batan b’a ba mbaglak ikété nlélém ndap, bôt baa b’a kolba bôt iba, Yak iba ba kolba baa.","For from now on there will be five in one house divided, three against two and two against three."
42,12,53,"Mbagla y’a ba, isañ a’ kolba lok yé, yak lok i kolba isañ; nyañ a’ kolba ngond yé, yak ngond i kolba nyañ; nyôgôl a’ kolba nkiya, yak nkiya a kolba nyôgôl.”","They will be divided, father against son and son against father, mother against daughter and daughter against her mother, mother-in-law against her daughter-in-law and daughter-in-law against her mother-in-law.”"
42,12,54,"I mbus, a kal ki mamut le: “I ngéda ni ntehe ond i yé pémél i hiôñg, ni mpala kal le: ‘Mbuk mbebi a yé i njel,’ hala ki nyen i mbôña.","Then he went on to say also to the crowds: “When YOU see a cloud rising in western parts, at once YOU say, ‘A storm is coming,’ and it turns out so."
42,12,55,"Yak ngéda ni ntehe mbebi i nwelmbok i nhôñ, ni nkal le: ‘Lék y’a ba ngandak,’ hala ki nyen i mbôña.","And when YOU see that a south wind is blowing, YOU say, ‘There will be a heat wave,’ and it occurs."
42,12,56,"A bôt ba bihéñba, ni nyi kobol ngéda inoñnaga ni kiki hisi ni ngii bi nene, ndi inyuki ni nyi bé kobol i ngéda tôbôtôbô ini?","Hypocrites, YOU know how to examine the outward appearance of earth and sky, but how is it YOU do not know how to examine this particular time?"
42,12,57,Inyuki bébomede ni nla bé yi bagal i jam li téé sép i boñ?,Why do YOU not judge also for yourselves what is righteous?
42,12,58,"Kiki hihéga, i ngéda we lôñni mut a nsoman we ni yé i ke yak ñane, boñ biliya i sañgal ndañ ni nye ngéda ni ngi yii njel, kayéle i mut a nsoman we a kena bañ we yak nkéés, tiga le nkéés a ti we i moo ma ntééda ndap mok, ni le ntééda ndap mok a leñ we i mok.","For example, when you are going with your adversary at law to a ruler, get to work, while on the way, to rid yourself of the dispute with him, that he may never hale you before the judge, and the judge deliver you to the court officer, and the court officer throw you into prison."
42,12,59,"Me nkal we le, w’a pam yaga bé nyoo letee u mal saa moni nwominsôna.”","I tell you, You will certainly not get out from there until you pay over the last small coin of very little value.”"
42,12,6,"Bôt ba nuñul diuuna ditan inyu batjañtjañ iba ba ba gwé ndik ndék nseñ, hala bé? Ndi Nyambe a nhôya bé to hiada mu.","Five sparrows sell for two coins of small value, do they not? Yet not one of them goes forgotten before God."
42,12,7,Ndi yak tjôñ dinan tjodisôna di nyiba nsoñgi. Ni kon bañ woñi; ni gwé mahee iloo ngandak diuuna.,But even the hairs of YOUR heads are all numbered. Have no fear; YOU are worth more than many sparrows.
42,12,8,"“Me nkal bé le, nu ni nu a neebe i bisu bi bôt le a yé i pes yem, yak Man mut a’ neebe le a yé i pes yé i bisu bi biañgel bi Nyambe.","“I say, then, to YOU, Everyone that confesses union with me before men, the Son of man will also confess union with him before the angels of God."
42,12,9,"Ndi nu ni nu a ntañba me i bisu bi bôt, yak nye b’a tañba nye i bisu bi biañgel bi Nyambe.",But he that disowns me before men will be disowned before the angels of God.
42,13,1,"Ha ngéda i nyen i bôt bahogi ba bé ha, ba añle nye le Pilatô a bi nol i bôt ba Galiléa ba bé ti bisesema.",At that very season there were certain ones present that reported to him about the Galileans whose blood Pilate had mixed with their sacrifices.
42,13,10,"I mbus, a bé niiga i ndap bibégés yada i kel Sabat.",Now he was teaching in one of the synagogues on the sabbath.
42,13,11,"Ndi nuna-ki, muda wada a bé ha, nu a bééna mbuu mbe u u bi kônôs nye jôm li nwii ni juem; a bé a hudi, a bé la yaga bé telep loñge.","And, look! a woman with a spirit of weakness for eighteen years, and she was bent double and was unable to raise herself up at all."
42,13,12,"I ngéda Yésu a bi tehe nye, a pôdôs nye, a kal le: “A muda, u nkobla ni kon woñ.”","When he saw her, Jesus addressed her and said to her: “Woman, you are released from your weakness.”"
42,13,13,"Ha nyen a bi kéhi moo i ngii yé, ha yaga nlélém ngéda, muda a telep loñge, a bôdôl ti Nyambe lipém.","And he laid his hands on her; and instantly she straightened up, and began to glorify God."
42,13,14,"Ndi hala a unbaha ñane ndap bibégés le Yésu a mélés kon i kel Sabat, jon a bi kal limut le: “Dilo disamal di yé le mut a nlama sal; jon lona le ba mélés makon manan mu dilo di, ndi ha i kel Sabat bé.”","But in response the presiding officer of the synagogue, indignant because Jesus did the cure on the sabbath, began to say to the crowd: “There are six days on which work ought to be done; on them, therefore, come and be cured, and not on the sabbath day.”"
42,13,15,"Ndi Nwet a timbhe nye le: “A bôt ba bihéñba, i kel Sabat, baa hiki wada nan a ntiñil bé nyaga yé tole jakas jé i homa ba ntéñ yo inyu kena yo i nyo malép?","However, the Lord answered him and said: “Hypocrites, does not each one of YOU on the sabbath untie his bull or his ass from the stall and lead it away to give it drink?"
42,13,16,"I muda nunu a yé ngond Abraham, ndi Satan a bi kañ nye jôm li nwii ni juem, baa a nlama bé pam mu mok mi i kel Sabat?”","Was it not due, then, for this woman who is a daughter of Abraham, and whom Satan held bound, look! eighteen years, to be loosed from this bond on the sabbath day?”"
42,13,17,"Kiki a mpot i mam mana, bakolba bébobasôna ba kahal wo nyuu, ndi limut jolisôna li bôdôl kon maséé inyu mam ma mbuma ñañ momasôna a bi boñ.","Well, when he said these things, all his opposers began to feel shame; but all the crowd began to rejoice at all the glorious things done by him."
42,13,18,Jon a bi kal le: “Ane Nyambe i mpôna kii? M’a hégha yo ni kii?,"Therefore he went on to say: “What is the kingdom of God like, and with what shall I compare it?"
42,13,19,"I yé kiki hisiina hi mbôô le mut a bi yoñ, a bel i wom wé, hi nañ, hi yila e kayéle dinuni di nlo, di yééne mu mintjep nwé.”","It is like a mustard grain that a man took and put in his garden, and it grew and became a tree, and the birds of heaven took up lodging in its branches.”"
42,13,2,"A timbhe, a kal bo le: “Baa ni nhoñol le bana bôt ba Galiléa, kiki ba bi kôhna i ndutu ini, wee ba bé bibéba bi bôt iloo bôt ba Galiléa bape?",So in reply he said to them: “Do YOU imagine that these Galileans were proved worse sinners than all other Galileans because they have suffered these things?
42,13,20,A kal ki le: “Ni kii m’a hégha Ane Nyambe?,And again he said: “With what shall I compare the kingdom of God?
42,13,21,"I yé kiki séñha le muda a bi yoñ, a pôdna yo ikété dihéga dikeñi di flawa daa letee flawa yosôna i hôl.”","It is like leaven, which a woman took and hid in three large measures of flour until the whole mass was fermented.”"
42,13,22,"I mbus, a ke i tison ni tison, Yak i mambai ni mambai, a niigaga mu kiki a bé ke i Yérusalem.","And he journeyed through from city to city and from village to village, teaching and continuing on his journey to Jerusalem."
42,13,23,"Ha nyen mut wada a bi bat nye le: “A Lét, baa ndék bôt yon i nkôhna tohi?” A kal bo le:","Now a certain man said to him: “Lord, are those who are being saved few?” He said to them:"
42,13,24,"“Boña biliya bi ngui inyu jubul i nwemel ntitigi, inyule me nkal bé le ngandak y’a yéñ jôp, ndi b’a la bé.","“Exert yourselves vigorously to get in through the narrow door, because many, I tell YOU, will seek to get in but will not be able,"
42,13,25,"I ngéda nwet ndap a ntelep, a kwés likôga, n’a telep i mbégdé, ni koodege likôga, ni kalak le: ‘A Nwet, yible bés.’ Ndi a’ timbhe, a kal bé le: ‘Me nyi bé me hee ni nlôl.’","when once the householder has got up and locked the door, and YOU start to stand outside and to knock at the door, saying, ‘Sir, open to us.’ But in answer he will say to YOU, ‘I do not know where YOU are from.’"
42,13,26,"Ha nyen n’a bôdôl kal le: ‘Di bi je, di nyo ngéda u bé ha; u bi niiga ki i minloñ nwés minkeñi.’","Then YOU will start saying, ‘We ate and drank in front of you, and you taught in our broad ways.’"
42,13,27,"Ndi a’ kal bé le: ‘Me nyi bé hee ni nlôl. Nyodna me ha, a bébobasôna ba ni yé bagwelnson ba ngitelepsép!’","But he will speak and say to YOU, ‘I do not know where YOU are from. Get away from me, all YOU workers of unrighteousness!’"
42,13,28,"Nyoo nyen n’a ee, ni jek masoñ ngéda n’a tehe Abraham, Isak, Yakôb, lôñni bapôdôl bobasôna ikété Ane Nyambe, ndi bébomede ni léña i mbégdé.","There is where YOUR weeping and the gnashing of YOUR teeth will be, when YOU see Abraham and Isaac and Jacob and all the prophets in the kingdom of God, but yourselves thrown outside."
42,13,29,"Jam lipe ki, bôt b’a lôl i pes likôl ni i hiôñg, i ñombok ni i nwelmbok, inyu je i Ane Nyambe.","Furthermore, people will come from eastern parts and western, and from north and south, and will recline at the table in the kingdom of God."
42,13,3,"Me nkal bé le to; ndi ibale ni ntam bé bibéba binan, yak bébobasôna n’a kôhna nlélém tjiba.","No, indeed, I tell YOU; but, unless YOU repent, YOU will all likewise be destroyed."
42,13,30,"Ndi nuna-ki, bahogi ba ba nsôk b’a ba bôt ba bisu, yak bape ba ba yé ba bisu b’a ba bôt ba nsôk.”","And, look! there are those last who will be first, and there are those first who will be last.”"
42,13,31,"Ha yaga ngeñ i nyen bahogi ikété Farisai ba lo, ba kal nye le: “Pam, nyodi hana, inyule Hérôdé a nyéñ nol we.”","In that very hour certain Pharisees came up, saying to him: “Get out and be on your way from here, because Herod wants to kill you.”"
42,13,32,"Ha nyen a bi kal bo le: “Kena, kala ndon i le: ‘Nun-ki, me mpémés mimbuu mimbe, me mélés ki makon ma bôt len ni yani, ndi i hilo hi nyônôs aa, m’a mélés bôlô yem.’","And he said to them: “Go and tell that fox, ‘Look! I am casting out demons and accomplishing healing today and tomorrow, and the third day I shall be finished.’"
42,13,33,"To hala, me nlama kena bôlô yem ni bisu len ni yani ni kel i noñ ha inyule mpôdôl a nlama bé nôla homa numpe, ndik i Yérusalem.","Nevertheless, I must go on my way today and tomorrow and the following day, because it is not admissible for a prophet to be destroyed outside of Jerusalem."
42,13,34,"A Yérusalem, a Yérusalem, we nu u nol bapôdôl, u ômôk ki ba ba ñôma i weeni ngok, ngélé yañen me bi yéñ kot bon boñ nlélém kiki ñin kôp u nkot bon bé isi bipapai gwé! Ndi u bi gwés bé hala.","Jerusalem, Jerusalem, the killer of the prophets and stoner of those sent forth to her—how often I wanted to gather your children together in the manner that a hen gathers her brood of chicks under her wings, but YOU people did not want it!"
42,13,35,"Nuna-ki, ba mal tjiile bé ndap nan. Me nkal bé le, n’a tehe ha bé ki me letee ni kal le: ‘Nu a nlôl i jôl li Yéhôva a yé nsaibak!’”","Look! YOUR house is abandoned to YOU. I tell YOU, YOU will by no means see me until YOU say, ‘Blessed is he that comes in Jehovah’s name.’”"
42,13,4,"Yak ini jôm li bôt ni juem nkum ndap Silôam u bi kwél, u nol bo; baa ni nhoñol le ba bé béba iloo bana bôt bape bobasôna ba niñ i Yérusalem?","Or those eighteen upon whom the tower in Siloam fell, thereby killing them, do YOU imagine that they were proved greater debtors than all other men inhabiting Jerusalem?"
42,13,5,"Me nkal bé le to; ndi ibale ni ntam bé bibéba binan, yak bébobasôna n’a tjiba kiki bo.”","No, indeed, I tell YOU; but, unless YOU repent, YOU will all be destroyed in the same way.”"
42,13,6,"I mbus, a yoñ hihéga hini: “Mut wada a bééna mbelek e faigé i wom wé u minkôô mi wai, ndi ngéda a bi ke i yéñ matam mu, a koba bé to jada.","Then he went on to tell this illustration: “A certain man had a fig tree planted in his vineyard, and he came looking for fruit on it, but found none."
42,13,7,"Ha nyen a bi kal nsalwom u minkôô mi wai le: ‘Hala a yé nwii maa le me nlo i yéñ matam munu e faigé ini, ndi me nkoba bé to jada. Kit yo! Inyuki m’a nwas yo le i ôbôs hisi yañga?’","Then he said to the vinedresser, ‘Here it is three years that I have come looking for fruit on this fig tree, but have found none. Cut it down! Why really should it keep the ground useless?’"
42,13,8,"A timbhe, a kal nye le: ‘A Nwet, di bem ki to nwii wada. M’a tém yo i mapañ mé, i mbus, me jés hisi.","In reply he said to him, ‘Master, let it alone also this year, until I dig around it and put on manure;"
42,13,9,"Ibale i num matam i dilo di nlo, hala a’ ba loñge jam; ndi ibale i num bé matam, ha nyen w’a kit yo.’”","and if then it produces fruit in the future, well and good; but if not, you shall cut it down.’”"
42,14,1,"Lisañ jada, a bi ke i je i kel Sabat i ndap i ñéga Farisai wada, bôt ba bé mu ndap ba bé nun nye siim.","And on an occasion when he went into the house of a certain one of the rulers of the Pharisees on the sabbath to eat a meal, they were closely watching him."
42,14,10,"Ndi ngéda ba naña we, ke yén i yééne i yañga mut, inyu boñ le ngéda i mut a naña we a nlo, a kal we le: ‘A wanda, bet nyoo bisu.’ Ha nyen w’a bana lipém i bisu bi bakén bobasôna.","But when you are invited, go and recline in the lowest place, that when the man that has invited you comes he will say to you, ‘Friend, go on up higher.’ Then you will have honor in front of all your fellow guests."
42,14,11,Inyule hiki mut a mbédés nyemede a’ suhlana; ndi nu ni nu a nsuhus nyemede a’ bédhana.”,For everyone that exalts himself will be humbled and he that humbles himself will be exalted.”
42,14,12,"I mbus, a kal i mut a bi naña nye le: “I ngéda u naña bôt i je i kosi tole kôkôa, u sébél bañ mawanda moñ, to lôkisoñ, to bôt boñ ba lihaa, to bôt boñ ba libôk ba ba yé mingwañ. Inyule yak bo ba nla naña we kel yada, ba timbhe we i jam u bi bôñôl bo.","Next he proceeded to say also to the man that invited him: “When you spread a dinner or evening meal, do not call your friends or your brothers or your relatives or rich neighbors. Perhaps sometime they might also invite you in return and it would become a repayment to you."
42,14,13,"Ndi ngéda u naña ngand, sébél diyeyeba, bôt ba nlem, bibôk bi bôt, ndim bôt;","But when you spread a feast, invite poor people, crippled, lame, blind;"
42,14,14,ha nyen w’a ba maséé inyule ba gwé bé to yom i timbhe we. Inyule Nyambe a’ timbhe we i bitugne bi bôt ba téé sép.”,"and you will be happy, because they have nothing with which to repay you. For you will be repaid in the resurrection of the righteous ones.”"
42,14,15,"Kiki a nok i mam mana, mut wada mukété bakén a kal nye le: “Maséé ni nu a nje i Ane Nyambe.”",On hearing these things a certain one of the fellow guests said to him: “Happy is he who eats bread in the kingdom of God.”
42,14,16,"Yésu a kal nye le: “Mut wada a bi naña ngand keñi kôkôa, a sébél ngandak bôt.","Jesus said to him: “A certain man was spreading a grand evening meal, and he invited many."
42,14,17,"I ngéda ngeñ je i bi kola, a ep nkol wé i kal bôt a bi naña le: ‘Loga inyule nano mam momasôna ma yé nkôôbaga.’","And he sent his slave out at the hour of the evening meal to say to the invited ones, ‘Come, because things are now ready.’"
42,14,18,"Ndi bobasôna ba bi bôdôl yéñ manjom inyu boñ le ba lo bañ. Nu bisu a kal nye le: ‘Me bi somb wom, me gwé ngôñ i ke béñge wo; nwéhél me, ndi m’a la bé lo.’","But they all in common started to beg off. The first said to him, ‘I bought a field and need to go out and see it; I ask you, Have me excused.’"
42,14,19,"Numpe a kal le: ‘Me bi somb jôm li nyaga, me yé ke i béñge yo; nwéhél me, ndi m’a la bé lo.’","And another said, ‘I bought five yoke of cattle and am going to examine them; I ask you, Have me excused.’"
42,14,2,"Ndi nuna-ki, mut wada a bé nye bisu, a bééna kon u u mboñ le nyuu i nut.","And, look! there was before him a certain man who had dropsy."
42,14,20,"Numpe ki a kal le: ‘Me ntip biiba, inyu hala nyen me nla bé lo.’","Still another said, ‘I just married a wife and for this reason I cannot come.’"
42,14,21,"Jon nkol u bi lo, u añle nwet wé mam mana. Ha nyen nwet ndap a bi unup, a kal nkol wé le: ‘Pala ke i minloñ minkeñi ni mintitigi mi tison, u lona diyeyeba hana, ni bôt ba nlem, ni ndim bôt, ni bibôk bi bôt.’","So the slave came up and reported these things to his master. Then the householder became wrathful and said to his slave, ‘Go out quickly into the broad ways and the lanes of the city, and bring in here the poor and crippled and blind and lame.’"
42,14,22,"I mbus ngéda, nkol u kal le: ‘A nwet, me noñ oda yoñ, ndi ndap i yé ngi yon.’","In time the slave said, ‘Master, what you ordered has been done, and yet there is room.’"
42,14,23,"Ha nyen nwet a kal nkol le: ‘Ke mu manjel ni bahoma ba gwé mapénd, u nyégsa bôt le ba lo, ba jôp i ndap yem inyu boñ le i yon.","And the master said to the slave, ‘Go out into the roads and the fenced-in places, and compel them to come in, that my house may be filled."
42,14,24,"Inyule me nkal bé le, ikété bôt me bi naña, to wada mu a’ noode bé bijek gwem.’”","For I say to YOU people, None of those men that were invited shall have a taste of my evening meal.’”"
42,14,25,"I mbus ngéda, kiki mamut makeñi ma bé ke loñni nye, a hielba, a kal bo le:","Now great crowds were traveling with him, and he turned and said to them:"
42,14,26,"“Ibale mut a nlo i meeni, ndi a oo bé isañ, ni nyañ, ni nwaa, ni bon bé, ni lôknyañ i bôlôm ni i bôda, ñ, yak niñ yé yomede yaga, a nla bé ba nnigil wem.","“If anyone comes to me and does not hate his father and mother and wife and children and brothers and sisters, yes, and even his own soul, he cannot be my disciple."
42,14,27,"Nu ni nu a mbegee bé kek yé i njiiha le a noñ me, a nla bé ba nnigil wem.",Whoever is not carrying his torture stake and coming after me cannot be my disciple.
42,14,28,"Kiki hihéga, njee ikété nan, ibale a nsômbôl oñ nkum ndap, a mbôk ndugi bé a yén ’isi, a ôt nsoñgi inyu tehe too a gwé gwom bi kôli inyu mélés wo?","For example, who of YOU that wants to build a tower does not first sit down and calculate the expense, to see if he has enough to complete it?"
42,14,29,"Tiga le a tek hikuu, ndi a la bé mélés ndap, kayéle i bôt bobasôna ba mbéñge, ba bôdôl nol nye hiol,","Otherwise, he might lay its foundation but not be able to finish it, and all the onlookers might start to ridicule him,"
42,14,3,Jon Yésu a bi bat bayi mbén Môsi ni Farisai le: “Baa i yé kunde i mélés makon i kel Sabat tole hala a ta bé kunde?”,"So in response Jesus spoke to those versed in the Law and to the Pharisees, saying: “Is it lawful on the sabbath to cure or not?”"
42,14,30,"ba kalak le: ‘I mut nunu a bi bôdôl maoñ, ndi a nla bé mélés mo.’","saying, ‘This man started to build but was not able to finish.’"
42,14,31,"Tole imbe kiñe i nke i jôs kiñe ipe gwét, ndi i bôk ndugi bé i yén ’isi i bat batipék maéba inyu tehe too lôñni jôm li dikôô di bisônda a nla kolba i kiñe i nlo i jôs nye ni môm ima ma dikôô ma bisônda?","Or what king, marching to meet another king in war, does not first sit down and take counsel whether he is able with ten thousand troops to cope with the one that comes against him with twenty thousand?"
42,14,32,"Ni maliga, ibale a nla bé jôs nye, a ñep ntôñ u bakenwin inyu kôp nsañ ngéda ii kiñe ipe i ngi yii haa.","If, in fact, he cannot do so, then while that one is yet far away he sends out a body of ambassadors and sues for peace."
42,14,33,"Nlélém jam, yina le to wada ikété nan a nla bé ba nnigil wem ibale a ntjôô bé nkus wé wonsôna.","Thus, you may be sure, none of YOU that does not say good-bye to all his belongings can be my disciple."
42,14,34,"“Ibabé pééna, bas i yé loñge, ndi ibale bas i nimis ngui yé, ni kii n’a timbis line jé?","“Salt, to be sure, is fine. But if even the salt loses its strength, with what will it be seasoned?"
42,14,35,"Ba nla ha bé nwes yo i hisi, to pôdna yo ni biték inyu jés hisi. Bôt ba nlep yo. Nu a gwé maôô i emble, a emble.”","It is suitable neither for soil nor for manure. People throw it outside. Let him that has ears to listen, listen.”"
42,14,4,"Ndi ba bi yén nwee. Ha nyen Yésu a bi yoñ mut nu, a mélés kon wé, a huuha nye.","But they kept silent. With that he took hold of the man, healed him and sent him away."
42,14,5,"I mbus, a kal bo le: “Njee ikété nan a’ pala bé pémés man wé tole nyaga yé ibale i nkwo ikété bee i kel Sabat?”","And he said to them: “Who of YOU, if his son or bull falls into a well, will not immediately pull him out on the sabbath day?”"
42,14,6,Ndi ba bi la bé timbhe nye.,And they were not able to answer back on these things.
42,14,7,"I mbus, a yoñ hihéga inyu bôt ba bi lo i ngand, inyule a bi yimbe lelaa ba bé pohol biyééne bi bañga bôt. A kal bo le:","He then went on to tell the invited men an illustration, as he marked how they were choosing the most prominent places for themselves, saying to them:"
42,14,8,"“I ngéda mut a naña we i ngand libii, u yén bañ i biyééne bi bañga bôt. Bebek le a naña mut numpe nu a yé bañga iloo we,","“When you are invited by someone to a marriage feast, do not lie down in the most prominent place. Perhaps someone more distinguished than you may at the time have been invited by him,"
42,14,9,"tiga le nu a naña bé bo iba, a lo, a kal we le: ‘Ti nunu mut yééne yoñ.’ Ha nyen w’a telep ni wonyuu inyu ke i yééne i yañga mut.","and he that invited you and him will come and say to you, ‘Let this man have the place.’ And then you will start off with shame to occupy the lowest place."
42,15,1,Bakottas bobasôna ni baboñbéba ba bé waa bé kodba ipañ yé inyu emble nye.,Now all the tax collectors and the sinners kept drawing near to him to hear him.
42,15,10,Me nkal bé le hala nyen maséé ma yé ipôla biañgel bi Nyambe inyu mboñbéba wada nu a ntam bibéba gwé.”,"Thus, I tell YOU, joy arises among the angels of God over one sinner that repents.”"
42,15,11,"I mbus, a kal le: “Mut wada a bééna bon bôlôm iba.",Then he said: “A certain man had two sons.
42,15,12,"Man nu mbus a kal isañ le: ‘A pua, ti me yem ngababum me kôli kôhna.’ Ha nyen isañ a kébha bo nkus wé.","And the younger of them said to his father, ‘Father, give me the part of the property that falls to my share.’ Then he divided his means of living to them."
42,15,13,"I mbus ndék dilo, man nu mbus a kot gwom gwé gwobisôna, a ke liké i loñ i yé haa, nyoo a ôbôs nkus wé ikété niñ i mpuñgu.","Later, after not many days, the younger son gathered all things together and traveled abroad into a distant country, and there squandered his property by living a debauched life."
42,15,14,"I ngéda a bi pémés nkus wé wonsôna, njal keñi i kwo mu loñ i, a bana ha bé to yom.","When he had spent everything, a severe famine occurred throughout that country, and he started to be in need."
42,15,15,"A bi ke, a adbe mut wada mu loñ i; i mut nu a ep nye mu nkoñ wé inyu tééda ngôi.","He even went and attached himself to one of the citizens of that country, and he sent him into his fields to herd swine."
42,15,16,"A bé a bana yak ngôñ i je bijek bi ngôi, ndi mut nye ki nye a bé ti bé nye to yom.","And he used to desire to be filled with the carob pods which the swine were eating, and no one would give him anything."
42,15,17,"“I ngéda nyuu i bi yi nye jam, a kal le: ‘Bôt ba bôlô ba pua yem ba gwé koga iloo kiki i nsômbla, ki le me me nlo wo njal hana!","“When he came to his senses, he said, ‘How many hired men of my father are abounding with bread, while I am perishing here from famine!"
42,15,18,"M’a telep, me témb yak pua yem, me kal nye le: “A pua, me bi boñ ngii béba, me boñ ki we béba.","I will rise and journey to my father and say to him: “Father, I have sinned against heaven and against you."
42,15,19,Ngo me kôli ha bé séblana le man woñ. Yilha me kiki mut woñ bôlô wada.”’,I am no longer worthy of being called your son. Make me as one of your hired men.”’
42,15,2,"Ndi Farisai ni bayimbén ba bé waa bé huñbe le: “I mut nunu a nleege baboñbéba, a jek lôñni bo.”","Consequently both the Pharisees and the scribes kept muttering, saying: “This man welcomes sinners and eats with them.”"
42,15,20,"Ha nyen a bi telep, a témb Yak isañ. I ngéda a bé a ngi yii haa, isañ a tehe nye, a kônôl nye ngoo, a ke ngwéé, a sambla nye, a sos nye mamañ ni gwéha.","So he rose and went to his father. While he was yet a long way off, his father caught sight of him and was moved with pity, and he ran and fell upon his neck and tenderly kissed him."
42,15,21,"I mbus, man wé a kal nye le: ‘A pua, me bi boñ ngii béba, me boñ ki we béba. Ngo me kôli ha bé séblana le man woñ.’","Then the son said to him, ‘Father, I have sinned against heaven and against you. I am no longer worthy of being called your son. Make me as one of your hired men.’"
42,15,22,"Ndi isañ a kal minkol nwé le: ‘Ni pala boñ! Ni lona mbot i nloo yosôna bilama, ni ha nye yo; ni ha ki nye hilonde i woo lôñni bitamb i makôô.","But the father said to his slaves, ‘Quick! bring out a robe, the best one, and clothe him with it, and put a ring on his hand and sandals on his feet."
42,15,23,"Ni lona yak man nyaga mahoñ, ni nol nye, di je, di kon maséé,","And bring the fattened young bull, slaughter it and let us eat and enjoy ourselves,"
42,15,24,"inyule i man wem nunu a bi wo, ndi a ntuge; a bi nimil, ndi a ntémb.’ Ha nyen ba bi bôdôl kon maséé.",because this my son was dead and came to life again; he was lost and was found.’ And they started to enjoy themselves.
